titulo,titulo_normalizado,categoria_estimada,energia_kcal_100g,proteinas_100g,hidratos_100g,grasas_100g,grasas_saturadas_100g,azucares_100g,fibra_100g,sal_100g,energia_calculada_kcal,energia_error_pct,energia_consistente,densidad_proteica_kcal,densidad_carbohidrato_kcal,densidad_grasa_kcal,energy_source,data_quality
5 Barras de pan 51% integral,5 barras de pan 51% integral,carbohidratos,,,,,,,,,0,,,,,,original,missing_macros
6 Croissant rellenos de cacao,6 croissant rellenos de cacao,otros,,,,,,,,,0,,,,,,original,missing_macros
6 Mini empanadillas de pisto,6 mini empanadillas de pisto,carbohidratos,,,,,,,,,0,,,,,,original,missing_macros
6 Panecillos integrales 100%,6 panecillos integrales 100%,carbohidratos,235,9.2,42.6,1.5,0.4,3,7.2,1.2,220.7,0.064794,True,0.039149,0.181277,0.006383,original,ok
6 Panes de centeno 51%,6 panes de centeno 51%,carbohidratos,262,9.4,50,1.7,1.1,3.2,4.4,1.5,252.9,0.035983,True,0.035878,0.19084,0.006489,original,ok
6 Panes de leche 3%,6 panes de leche 3%,carbohidratos,,,,,,,,,0,,,,,,original,missing_macros
6 Panes pulguitas sin aditivos,6 panes pulguitas sin aditivos,carbohidratos,,,,,,,,,0,,,,,,original,missing_macros
8 Croissants surtidos rellenos de crema de cacao y crema con leche sabor a chocolate blanco,8 croissants surtidos rellenos de crema de cacao y crema con leche sabor a chocolate blanco,otros,,,,,,,,,0,,,,,,original,missing_macros
8 Magdalenas con azúcar,8 magdalenas con azúcar,otros,,,,,,,,,0,,,,,,original,missing_macros
8 Magdalenas con pepitas de chocolate,8 magdalenas con pepitas de chocolate,otros,432,5.7,47,24,5.2,29,,0.7175,426.8,0.012184,True,0.013194,0.108796,0.055556,original,ok
99% cacao negro Hacendado,99% cacao negro hacendado,otros,610,15,8,54,34,1,16,0.19,578,0.055363,True,0.02459,0.013115,0.088525,original,ok
Aceite de coco virgen Hacendado,aceite de coco virgen hacendado,grasas,900,0,0,100,95,0,0,0,900,0,True,0,0,0.111111,original,suspicious_values
"Aceite de girasol refinado 0,2º Hacendado","aceite de girasol refinado 0,2º hacendado",grasas,6635.7,0,0,714.3,102.1,,,0,6428.7,0.032199,True,0,0,0.107645,original,suspicious_values
"Aceite de girasol refinado 0,2º Hacendado","aceite de girasol refinado 0,2º hacendado",grasas,,,,,,,,,0,,,,,,original,missing_macros
"Aceite de oliva 0,4º Hacendado","aceite de oliva 0,4º hacendado",grasas,6635.7,0,0,714.3,102.1,,,0,6428.7,0.032199,True,0,0,0.107645,original,suspicious_values
"Aceite de oliva 0,4º Hacendado","aceite de oliva 0,4º hacendado",grasas,6635.7,0,0,714.3,102.1,,,0,6428.7,0.032199,True,0,0,0.107645,original,suspicious_values
Aceite de oliva 1º Hacendado,aceite de oliva 1º hacendado,grasas,822,0,6.9,91,13,0,0,0,846.6,0.029057,True,0,0.008394,0.110706,original,ok
Aceite de oliva 1º Hacendado,aceite de oliva 1º hacendado,grasas,822,0,0,91.4,12.8,0,,0,822.6,0.000729,True,0,0,0.111192,original,ok
Aceite de oliva virgen Hacendado,aceite de oliva virgen hacendado,grasas,6635.7,0,0,714.3,102.1,,,0,6428.7,0.032199,True,0,0,0.107645,original,suspicious_values
Aceite de oliva virgen Hacendado,aceite de oliva virgen hacendado,grasas,6635.7,0,0,714.3,102.1,,,0,6428.7,0.032199,True,0,0,0.107645,original,suspicious_values
Aceite de oliva virgen extra Hacendado,aceite de oliva virgen extra hacendado,grasas,822,0,0,91,13,0,,0,819,0.003663,True,0,0,0.110706,original,ok
